"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"F_PPM";"U_PPM";"CA_PCT";"FE_PCT";"MG_PCT";"TI_PCT"
5367;"DAH831";;-53.353407335;-3.606348389;"1521-ES-S-293";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"100";"< 1";"ND";"ND";"ND";"10";"< 5";"ND";"150";"ND";"< 10";"ND";"10";"ND";"ND";"ND";"ND";"20";"ND";"< 10";"ND";"> 1000";;;"< 0,05";"0,2";"0,02";"0,5"
5368;"DAH832";;-53.213766443;-3.605813393;"1521-ES-S-294";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;
5369;"DAH832";;-53.213766443;-3.605813393;"1521-ES-S-294";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
5370;"DAH832";;-53.213766443;-3.605813393;"1521-ES-S-294";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5371;"DAH832";;-53.213766443;-3.605813393;"1521-ES-S-294";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"15";;"15";;;;;"25";"10";;;;;;;;;;;;;;;
5372;"DAH832";;-53.213766443;-3.605813393;"1521-ES-S-294";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5373;"DAH832";;-53.213766443;-3.605813393;"1521-ES-S-294";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"130";;;;;
5374;"DAH832";;-53.213766443;-3.605813393;"1521-ES-S-294";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"20";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
5375;"DAH832";;-53.213766443;-3.605813393;"1521-ES-S-294";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"300";"5";"ND";"ND";"15";"150";"30";"20";"1000";"< 5";"10";"20";"20";"ND";"5";"ND";"ND";"100";"ND";"10";"ND";"> 1000";;;"0,05";"15";"0,15";"0,5"
5376;"DAH833";;-53.198056522;-3.62935125;"1521-ES-S-295";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;
5377;"DAH833";;-53.198056522;-3.62935125;"1521-ES-S-295";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"4";;;;;;;;;;;;;;;;;;;;;
5378;"DAH833";;-53.198056522;-3.62935125;"1521-ES-S-295";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5379;"DAH833";;-53.198056522;-3.62935125;"1521-ES-S-295";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"10";;"25";;;;;"15";"20";;;;;;;;;;;;;;;
5380;"DAH833";;-53.198056522;-3.62935125;"1521-ES-S-295";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5381;"DAH833";;-53.198056522;-3.62935125;"1521-ES-S-295";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"180";;;;;
5382;"DAH833";;-53.198056522;-3.62935125;"1521-ES-S-295";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"20";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
5383;"DAH833";;-53.198056522;-3.62935125;"1521-ES-S-295";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"200";"2";"ND";"ND";"15";"150";"30";"70";"700";"< 5";"10";"30";"30";"ND";"20";"ND";"ND";"200";"ND";"50";"ND";"700";;;"< 0,05";"15";"0,2";"1"
5384;"DAH834";;-53.186267336;-3.520154565;"1521-ES-S-296";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5385;"DAH834";;-53.186267336;-3.520154565;"1521-ES-S-296";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
5386;"DAH834";;-53.186267336;-3.520154565;"1521-ES-S-296";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5387;"DAH834";;-53.186267336;-3.520154565;"1521-ES-S-296";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"5";;"15";;;;;"15";"10";;;;;;;;;;;;;;;
5388;"DAH834";;-53.186267336;-3.520154565;"1521-ES-S-296";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5389;"DAH834";;-53.186267336;-3.520154565;"1521-ES-S-296";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"225";;;;;
5390;"DAH834";;-53.186267336;-3.520154565;"1521-ES-S-296";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5391;"DAH834";;-53.186267336;-3.520154565;"1521-ES-S-296";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"700";"2";"ND";"ND";"10";"150";"30";"100";"500";"< 5";"15";"30";"10";"ND";"15";"ND";"ND";"150";"ND";"30";"ND";"700";;;"< 0,05";"15";"0,5";"1"
5392;"DAH835";;-53.190163686;-3.52029408;"1521-ES-S-297";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5393;"DAH835";;-53.190163686;-3.52029408;"1521-ES-S-297";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
5394;"DAH835";;-53.190163686;-3.52029408;"1521-ES-S-297";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5395;"DAH835";;-53.190163686;-3.52029408;"1521-ES-S-297";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"5";;"15";;;;;"10";"10";;;;;;;;;;;;;;;
5396;"DAH835";;-53.190163686;-3.52029408;"1521-ES-S-297";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5397;"DAH835";;-53.190163686;-3.52029408;"1521-ES-S-297";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"180";;;;;
5398;"DAH835";;-53.190163686;-3.52029408;"1521-ES-S-297";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5399;"DAH835";;-53.190163686;-3.52029408;"1521-ES-S-297";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"700";"2";"ND";"ND";"5";"100";"20";"70";"500";"ND";"15";"20";"10";"ND";"10";"ND";"ND";"100";"ND";"89";"ND";"> 1000";;;"0,05";"5";"0,2";"1"
5400;"DAH836";;-53.190163686;-3.52029408;"1521-ES-S-298";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5401;"DAH836";;-53.190163686;-3.52029408;"1521-ES-S-298";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
5402;"DAH836";;-53.190163686;-3.52029408;"1521-ES-S-298";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5403;"DAH836";;-53.190163686;-3.52029408;"1521-ES-S-298";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"10";;"15";;;;;"15";"10";;;;;;;;;;;;;;;
5404;"DAH836";;-53.190163686;-3.52029408;"1521-ES-S-298";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5405;"DAH836";;-53.190163686;-3.52029408;"1521-ES-S-298";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"170";;;;;
5406;"DAH836";;-53.190163686;-3.52029408;"1521-ES-S-298";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5407;"DAH836";;-53.190163686;-3.52029408;"1521-ES-S-298";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"700";"2";"ND";"ND";"10";"150";"30";"70";"700";"< 5";"20";"30";"< 10";"ND";"15";"ND";"ND";"200";"ND";"109";"ND";"> 1000";;;"0,05";"10";"0,3";"> 1"
5408;"DAH837";;-53.196262502;-3.503100334;"1521-ES-S-299";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5409;"DAH837";;-53.196262502;-3.503100334;"1521-ES-S-299";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
5410;"DAH837";;-53.196262502;-3.503100334;"1521-ES-S-299";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5411;"DAH837";;-53.196262502;-3.503100334;"1521-ES-S-299";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"5";;"10";;;;;"10";"10";;;;;;;;;;;;;;;
5412;"DAH837";;-53.196262502;-3.503100334;"1521-ES-S-299";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5413;"DAH837";;-53.196262502;-3.503100334;"1521-ES-S-299";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"160";;;;;
5414;"DAH837";;-53.196262502;-3.503100334;"1521-ES-S-299";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
5415;"DAH837";;-53.196262502;-3.503100334;"1521-ES-S-299";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"500";"2";"ND";"ND";"5";"100";"15";"50";"500";"< 5";"20";"20";"10";"ND";"15";"ND";"ND";"150";"ND";"50";"ND";"> 1000";;;"0,05";"5";"0,2";"1"
5416;"DAH838";;-53.236148672;-3.488615753;"1521-ES-S-300";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5417;"DAH838";;-53.236148672;-3.488615753;"1521-ES-S-300";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
5418;"DAH838";;-53.236148672;-3.488615753;"1521-ES-S-300";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5419;"DAH838";;-53.236148672;-3.488615753;"1521-ES-S-300";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"< 5";;"< 5";;;;;"5";"< 5";;;;;;;;;;;;;;;
5420;"DAH838";;-53.236148672;-3.488615753;"1521-ES-S-300";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5421;"DAH838";;-53.236148672;-3.488615753;"1521-ES-S-300";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
5422;"DAH838";;-53.236148672;-3.488615753;"1521-ES-S-300";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5423;"DAH838";;-53.236148672;-3.488615753;"1521-ES-S-300";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"200";"< 1";"ND";"ND";"5";"20";"< 5";"ND";"700";"ND";"< 10";"5";"< 10";"ND";"5";"ND";"ND";"20";"ND";"15";"ND";"> 1000";;;"0,05";"1";"0,05";"0,5"
5424;"DAH839";;-53.208992761;-3.473106711;"1521-ES-S-301";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5425;"DAH839";;-53.208992761;-3.473106711;"1521-ES-S-301";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
5426;"DAH839";;-53.208992761;-3.473106711;"1521-ES-S-301";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5427;"DAH839";;-53.208992761;-3.473106711;"1521-ES-S-301";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"< 5";;"< 5";;;;;"5";"5";;;;;;;;;;;;;;;
5428;"DAH839";;-53.208992761;-3.473106711;"1521-ES-S-301";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5429;"DAH839";;-53.208992761;-3.473106711;"1521-ES-S-301";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"50";;;;;
5430;"DAH839";;-53.208992761;-3.473106711;"1521-ES-S-301";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5431;"DAH839";;-53.208992761;-3.473106711;"1521-ES-S-301";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"200";"< 1";"ND";"ND";"5";"20";"< 5";"ND";"700";"ND";"< 10";"5";"< 10";"ND";"5";"ND";"ND";"20";"ND";"20";"ND";"> 1000";;;"0,05";"1";"0,05";"0,5"
5432;"DAH840";;-53.211115834;-3.477444943;"1521-ES-S-302";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5433;"DAH840";;-53.211115834;-3.477444943;"1521-ES-S-302";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
5434;"DAH840";;-53.211115834;-3.477444943;"1521-ES-S-302";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5435;"DAH840";;-53.211115834;-3.477444943;"1521-ES-S-302";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"ND";;"< 5";;;;;"< 5";"< 5";;;;;;;;;;;;;;;
5436;"DAH840";;-53.211115834;-3.477444943;"1521-ES-S-302";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5437;"DAH840";;-53.211115834;-3.477444943;"1521-ES-S-302";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
5438;"DAH840";;-53.211115834;-3.477444943;"1521-ES-S-302";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
5439;"DAH840";;-53.211115834;-3.477444943;"1521-ES-S-302";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"150";"150";"< 1";"ND";"ND";"5";"30";"< 5";"50";"700";"ND";"10";"5";"< 10";"ND";"10";"ND";"ND";"20";"ND";"50";"ND";"> 1000";;;"< 0,05";"1";"0,03";"1"
5440;"DAH841";;-53.3404553844054;-3.51572444943866;"1521-ES-S-303";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;
5441;"DAH841";;-53.3404553844054;-3.51572444943866;"1521-ES-S-303";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"4";;;;;;;;;;;;;;;;;;;;;
5442;"DAH841";;-53.3404553844054;-3.51572444943866;"1521-ES-S-303";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5443;"DAH841";;-53.3404553844054;-3.51572444943866;"1521-ES-S-303";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"10";;"20";;;;;"50";"20";;;;;;;;;;;;;;;
5444;"DAH841";;-53.3404553844054;-3.51572444943866;"1521-ES-S-303";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5445;"DAH841";;-53.3404553844054;-3.51572444943866;"1521-ES-S-303";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"0";;;;;
5446;"DAH841";;-53.3404553844054;-3.51572444943866;"1521-ES-S-303";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
5447;"DAH841";;-53.3404553844054;-3.51572444943866;"1521-ES-S-303";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"700";"1";"ND";"ND";"10";"3000";"30";"100";"1500";"ND";"< 10";"50";"30";"ND";"10";"ND";"ND";"50";"ND";"50";"ND";"> 1000";;;"0,05";"3";"0,2";"> 1"
5448;"DAH842";;-53.3959269803806;-3.55375615395541;"1521-ES-S-304";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5449;"DAH842";;-53.3959269803806;-3.55375615395541;"1521-ES-S-304";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;
5450;"DAH842";;-53.3959269803806;-3.55375615395541;"1521-ES-S-304";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5451;"DAH842";;-53.3959269803806;-3.55375615395541;"1521-ES-S-304";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";"5";;"< 5";;;;;"10";"90";;;;;;;;;;;;;;;
5452;"DAH842";;-53.3959269803806;-3.55375615395541;"1521-ES-S-304";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
5453;"DAH842";;-53.3959269803806;-3.55375615395541;"1521-ES-S-304";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
5454;"DAH842";;-53.3959269803806;-3.55375615395541;"1521-ES-S-304";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
5455;"DAH842";;-53.3959269803806;-3.55375615395541;"1521-ES-S-304";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"500";"< 1";"ND";"ND";"10";"2000";"10";"1000";"2000";"ND";"10";"15";"70";"ND";"10";"ND";"ND";"50";"ND";"100";"ND";"> 1000";;;"< 0,05";"3";"7,0000000000000007E-2";"> 1"
5456;"DAH843";;-53.3699107029503;-3.57449342831869;"1521-ES-S-305";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
5457;"DAH843";;-53.3699107029503;-3.57449342831869;"1521-ES-S-305";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"6";;;;;;;;;;;;;;;;;;;;;
5458;"DAH843";;-53.3699107029503;-3.57449342831869;"1521-ES-S-305";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
